id,time,elapsed,memory,priority,agentsreply,duplicatePackets,resentPackets,resultsize,continue,WhenFirstRow,TimeTotalExecute,NumRowsProcessed,NumIndexSeeks,NumIndexScans,NumIndexWildSeeks,NumIndexMerges,NumLeafCacheHits,NumNodeCacheHits,NumLeafCacheAdds,NumIndexAccepted,NumIndexRejected,NumIndexRowsRead,TimeSortElapsed,NumGroups,TimeLocalExecute,NumAllocations,SizeAgentReply,TimeAgentWait,TimeLeafLoad,TimeLeafRead,NumLeafDiskFetches,TimeLeafFetch,fDMetaphone1.NumStarts,fDMetaphone1.NumStops,fDMetaphone1.TimeLocalExecute,fREGEXREPLACE.NumStarts,fREGEXREPLACE.NumStops,fREGEXREPLACE.TimeLocalExecute,fgetGlobalId.NumStarts,fgetGlobalId.NumStops,fgetGlobalId.TimeLocalExecute,fgetLocalId.NumStarts,fgetLocalId.NumStops,fgetLocalId.TimeLocalExecute,fgetCallerId.NumStarts,fgetCallerId.NumStops,fgetCallerId.TimeLocalExecute,fdbglog.NumStarts,fdbglog.NumStops,fdbglog.TimeLocalExecute,NumNodeCacheAdds,TimeNodeLoad,TimeNodeRead,NumNodeDiskFetches,TimeNodeFetch, ,%BranchMiss,%LeafMiss,%BranchFetch,%LeafFetch,AvgTimeBranchFetch,AvgTimeLeafFetch
idlexternallinking.xidl_recswithindistance_service:{HpES2SU314QPMgtuKPMqtE},12:03:46.401,156,11,-2,272996,0,0,412398,0,20597-09-24T13:56:08.240Z,1921.0,19169,1727,3788,394,10,357,1345,232,3877,3214,7075,0.001029,360,82.362,162073,266.597Kb,40.541,59.786,17.123,33,16.367,574,574,0.454078,2,2,0.008258,1,1,0.001018,1,1,0.000661,1,1,0.000179,1,1,0.015061,,,,,,,0.0,39.38879456706282,,14.224137931034482,,0.495969696969697
idlexternallinking.xidl_recswithindistance_service:{HpES2Mgrv8jZzbxr17V9FV},12:03:46.119,126,10,-2,98280,0,0,150233,0,20597-09-24T13:54:41.293Z,1696.0,7034,613,7227,171,11,105,540,160,7243,7063,14290,0.001059,136,79.645,63266,95.976Kb,40.54,40.24,9.061,14,8.407,168,168,0.138754,2,2,0.008638,1,1,0.0011330000000000001,1,1,0.000229,1,1,0.000181,1,1,0.016841000000000002,,,,,,,0.0,60.37735849056604,,8.75,,0.6005
idlexternallinking.xidl_recswithindistance_service:{HpES2PAhuNifXSFnBsKQFz},12:03:46.092,22,8,-2,68622,0,0,95927,0,20224-02-10T21:28:39.635Z,648.996,4390,385,183,117,7,57,352,67,199,60,243,,81,27.2,38341,67.013Kb,13.123,14.063,2.818,18,2.597,144,144,0.061015,2,2,0.006817999999999999,1,1,0.0012150000000000002,1,1,0.000608,1,1,0.000257,1,1,0.014034000000000001,,,,,,,0.0,54.03225806451613,,26.865671641791046,,0.14427777777777778
idlexternallinking.xidl_recswithindistance_service:{HpES2J4KnpfZEgpWUg92wE},12:03:45.919,119,10,-2,135682,0,0,206899,0,19316-09-28T12:23:15.022Z,1142.0,9568,818,1340,252,9,149,633,130,1352,1092,2432,0.000751,183,48.834,83025,132.501Kb,24.013,26.45,4.16,21,3.68,266,266,0.167041,2,2,0.00737,1,1,0.000948,1,1,0.0007,1,1,0.00024,1,1,0.018997,,,,,,,0.0,46.59498207885304,,16.153846153846153,,0.17523809523809525
idlexternallinking.xidl_recswithindistance_service:{HpES2HTTit6kzxiupLCC1N},12:03:45.826,58,6,-2,895,0,0,451,0,16060-11-21T16:33:36.430Z,178.77,25,14,224,6,2,6,30,7,228,224,448,,,10.978,1151,895b,3.303,2.019,0.7375750000000001,3,0.709194,,,,2,2,0.013443,1,1,0.0014930000000000002,1,1,0.000612,1,1,0.000383,1,1,0.0159,,,,,,,0.0,53.84615384615385,,42.857142857142854,,0.236398
idlexternallinking.xidl_recswithindistance_service:{HpES2GgnA1vLivUEV3AN3i},12:03:45.806,79,9,-2,99185,0,0,160662,0,18943-02-13T19:56:24.078Z,760.01,6945,581,860,165,6,87,502,95,872,691,1551,0.000522,131,29.273,61087,96.860Kb,15.278,19.395,4.5,19,4.172,84,84,0.073542,2,2,0.01002,1,1,0.0011619999999999998,1,1,0.000521,1,1,0.000317,1,1,0.014151,,,,,,,0.0,52.1978021978022,,20.0,,0.21957894736842104
idlexternallinking.xidl_recswithindistance_service:{HpES2GCkDqUZWKo2qss9Xv},12:03:45.767,66,9,-2,170798,0,0,195566,0,18943-02-13T19:56:16.623Z,891.071,10475,833,1699,225,7,103,701,157,1711,1340,3039,0.000806,179,34.149,90427,166.794Kb,18.223,31.233,6.415,34,5.946,276,276,0.14024199999999998,2,2,0.008116,1,1,0.001075,1,1,0.000228,1,1,0.000189,1,1,0.018106999999999998,,,,,,,0.0,60.38461538461539,,21.656050955414013,,0.17488235294117646
idlexternallinking.xidl_recswithindistance_service:{HpES2FDNCRvd4YDVauidgD},12:03:45.746,97,10,-2,200564,0,0,301529,0,20224-02-10T21:26:18.099Z,1365.0,14655,1250,4619,333,11,144,1042,280,4635,4260,8879,0.0011359999999999999,263,55.788,132806,195.863Kb,28.616,52.016,9.363,63,8.624,138,138,0.078842,2,2,0.008522,1,1,0.001387,1,1,0.000512,1,1,0.000196,1,1,0.022698,7,1.1,0.863822,7,0.863822,,0.667302192564347,66.0377358490566,100.0,22.5,0.12340314285714285,0.1368888888888889
idlexternallinking.xidl_recswithindistance_service:{HpES2DuGHMtYVBgzo7J8nQ},12:03:45.637,58,10,-2,72354,0,0,81156,0,20224-02-10T21:25:57.090Z,562.645,4285,383,705,105,11,56,358,74,721,567,1272,0.001518,75,31.361,39297,70.658Kb,15.271,18.218,4.26,28,4.019,124,124,0.103301,2,2,0.007497,1,1,0.00092,1,1,0.000214,1,1,0.000192,1,1,0.018852,,,,,,,0.0,56.92307692307692,,37.83783783783784,,0.1435357142857143
idlexternallinking.xidl_recswithindistance_service:{HpES2BERroCEoyGY1g2fyy},12:03:45.576,138,10,-2,269714,0,0,457084,0,20224-02-10T21:25:04.604Z,1078.0,20830,1997,3235,745,9,519,1675,283,3251,2790,6025,0.000999,405,49.678,181377,263.392Kb,25.469,46.152,3.668,19,2.746,1158,1158,0.418286,2,2,0.010148999999999998,1,1,0.001201,1,1,0.000331,1,1,0.000165,1,1,0.013412,,,,,,,0.0,35.28678304239401,,6.713780918727915,,0.1445263157894737
idlexternallinking.xidl_recswithindistance_service:{HpES28AuHzpyKhZnxnxarz},12:03:45.369,94,9,-2,125006,0,0,168344,0,17555-05-20T10:16:22.906Z,516.933,8126,628,578,164,4,78,513,102,586,334,912,0.000926,151,23.277,69989,122.076Kb,12.107,19.395,3.301,17,2.951,160,160,0.064541,2,2,0.008212,1,1,0.000996,1,1,0.00039,1,1,0.000194,1,1,0.020027999999999997,,,,,,,0.0,56.666666666666664,,16.666666666666668,,0.17358823529411765
idlexternallinking.xidl_recswithindistance_service:{HpES26G9cBuVrbnsBbLjoN},12:03:45.213,40,10,-2,60590,0,0,58482,0,20224-02-10T21:23:32.571Z,499.478,3211,281,702,84,8,46,278,58,718,577,1279,0.000738,58,23.305,27733,59.169Kb,11.491,10.573,1.009,6,0.7485890000000001,162,162,0.067688,2,2,0.008076999999999999,1,1,0.000928,1,1,0.00035,1,1,0.000194,1,1,0.012925,,,,,,,0.0,55.76923076923077,,10.344827586206897,,0.12476483333333334
idlexternallinking.xidl_recswithindistance_service:{HpES24HYfyoxNPqkSJmNok},12:03:45.142,72,10,-2,96114,0,0,117639,0,20597-09-24T13:49:15.297Z,1092.0,5802,476,4347,131,11,71,425,120,4363,4153,8500,0.001065,108,50.504,50819,93.861Kb,25.508,23.723,5.205,21,4.846,216,216,0.110607,2,2,0.008669,1,1,0.0014750000000000002,1,1,0.000461,1,1,0.000186,1,1,0.015515000000000001,,,,,,,0.0,62.82722513089005,,17.5,,0.23076190476190478
idlexternallinking.xidl_recswithindistance_service:{HpES1xyijqnJvd8B19gX5W},12:03:44.892,104,10,-2,189038,0,0,224490,0,20490-12-25T05:40:05.199Z,878.998,11586,901,561,237,7,111,737,150,577,162,723,0.0012929999999999999,199,34.814,102422,184.607Kb,18.35,27.873,4.597,32,4.144,408,408,0.27952999999999995,2,2,0.0077800000000000005,1,1,0.00079,1,1,0.000352,1,1,0.000238,1,1,0.015767,,,,,,,0.0,57.47126436781609,,21.333333333333332,,0.1295
idlexternallinking.xidl_recswithindistance_service:{HpES1vQuTegtF1TK6ViK2S},12:03:44.773,121,10,-2,187013,0,0,274092,0,20224-02-10T21:20:41.132Z,1073.0,12837,1029,1414,273,10,119,845,182,1430,1063,2477,0.000758,242,39.23,109630,182.629Kb,19.805,32.235,4.148,27,3.57,574,574,0.340769,2,2,0.010542,1,1,0.0010840000000000001,1,1,0.000738,1,1,0.000231,1,1,0.017752,,,,,,,0.0,60.46511627906977,,14.835164835164836,,0.1322222222222222
idlexternallinking.xidl_recswithindistance_service:{HpES1suHLfsi4Z3mBW9FXE},12:03:44.625,107,11,-2,206382,0,0,285172,0,20597-09-24T13:46:07.434Z,1241.0,14114,1106,1373,290,9,155,888,164,1389,956,2329,0.001085,262,48.514,119718,201.544Kb,25.112,31.094,4.655,24,4.111,300,300,0.161964,2,2,0.007618000000000001,1,1,0.0011259999999999998,1,1,0.000327,1,1,0.000175,1,1,0.012377,4,0.967773,0.5401710000000001,4,0.5401710000000001,,0.4484304932735426,51.41065830721003,100.0,14.634146341463415,0.13504275000000002,0.17129166666666665
idlexternallinking.xidl_recswithindistance_service:{HpES1sJp7vSmWuXWg9cVDD},12:03:44.608,119,10,-2,158662,0,0,209680,0,20597-09-24T13:45:56.720Z,1381.0,9863,764,2253,198,10,100,634,142,2269,1923,4176,0.000933,178,56.451,82928,154.943Kb,28.442,32.039,7.875,23,7.373,558,558,0.315192,2,2,0.009084,1,1,0.000938,1,1,0.00037,1,1,0.000209,1,1,0.017668,,,,,,,0.0,58.67768595041322,,16.197183098591548,,0.32056521739130434
idlexternallinking.xidl_recswithindistance_service:{HpES1rJJgJoTxQGUN1Ait3},12:03:44.557,123,9,-2,206608,0,0,341730,0,17662-02-16T18:19:46.013Z,1042.0,15607,1268,522,353,6,172,1038,196,530,172,694,0.000601,300,30.537,137170,201.765Kb,16.791,40.115,9.753,15,9.102,252,252,0.134126,2,2,0.010487,1,1,0.0010960000000000002,1,1,0.000453,1,1,0.000293,1,1,0.017203,,,,,,,0.0,53.26086956521739,,7.653061224489796,,0.6068
idlexternallinking.xidl_recswithindistance_service:{HpES1rqDdo9SQLEGET5sDq},12:03:44.477,15,8,-2,22054,0,0,19550,0,20224-02-10T21:19:28.819Z,394.128,1180,164,510,56,8,35,191,43,526,478,988,,22,18.39,12464,21.537Kb,9.727,9.068,1.179,8,0.971656,8,8,0.006929,2,2,0.0073869999999999995,1,1,0.000774,1,1,0.000272,1,1,0.000179,1,1,0.010532999999999999,,,,,,,0.0,55.12820512820513,,18.6046511627907,,0.121457
idlexternallinking.xidl_recswithindistance_service:{HpES1qaqM4ZQ8dcHXQou9v},12:03:44.469,73,10,-2,78394,0,0,115566,0,20597-09-24T13:45:21.169Z,1170.0,5408,600,1896,257,11,195,539,89,1912,1753,3649,0.000547,103,49.869,48195,76.556Kb,26.25,26.916,11.355,26,11.094,184,184,0.152023,2,2,0.006221,1,1,0.000797,1,1,0.000343,1,1,0.000245,1,1,0.013155,,,,,,,0.0,31.338028169014084,,29.213483146067414,,0.42669230769230765
idlexternallinking.xidl_recswithindistance_service:{HpES1iEeuPMHFcMNWK8f8m},12:03:44.106,109,9,-2,165887,0,0,219171,0,18943-02-13T19:47:17.729Z,923.029,10727,862,512,237,6,112,727,148,524,181,693,0.000818,192,35.192,92642,161.999Kb,18.706,30.763,7.265,29,6.808,272,272,0.146342,2,2,0.008029999999999999,1,1,0.000872,1,1,0.000395,1,1,0.000158,1,1,0.020395,,,,,,,0.0,56.92307692307692,,19.594594594594593,,0.23475862068965517
idlexternallinking.xidl_recswithindistance_service:{HpES1fKjJVWKoMJbFbfnKM},12:03:43.989,137,10,-2,169170,0,0,228906,0,20224-02-10T21:16:09.357Z,1528.0,10816,836,3406,219,10,100,688,164,3422,3064,6470,0.000819,194,59.853,90929,165.205Kb,31.826,26.866,1.017,3,0.291322,428,428,0.300582,2,2,0.00692,1,1,0.00098,1,1,0.000836,1,1,0.000267,1,1,0.015355,,,,,,,0.0,62.121212121212125,,1.829268292682927,,0.09710733333333334
idlexternallinking.xidl_recswithindistance_service:{HpES1fg6xNPpDAGwVxnUGh},12:03:43.978,107,9,-2,81510,0,0,111099,0,20224-02-10T21:16:21.959Z,995.148,5421,628,2540,288,8,219,583,113,2555,2376,4916,0.001201,103,41.75,50028,79.599Kb,21.045,19.217,0.882812,3,0.36147199999999996,308,308,0.23884200000000003,2,2,0.008048,1,1,0.000905,1,1,0.000328,1,1,0.000241,1,1,0.014405,,,,,,,0.0,34.036144578313255,,2.6548672566371683,,0.12049066666666665
idlexternallinking.xidl_recswithindistance_service:{HpES1dcu4vf8TdBLGbewQf},12:03:43.927,166,12,-2,550748,0,0,913612,0,20597-09-24T13:41:37.418Z,1406.0,41324,3641,1879,1228,6,754,2970,519,1895,860,2739,0.00123,780,57.616,360855,537.839Kb,27.194,80.716,3.285,12,1.488,780,780,0.392763,2,2,0.009463,1,1,0.0015480000000000001,1,1,0.000678,1,1,0.00035,1,1,0.024984000000000003,,,,,,,0.0,40.769835035349566,,2.3121387283236996,,0.124
idlexternallinking.xidl_recswithindistance_service:{HpES1ZTSxkZZjQzZifTPgy},12:03:43.821,280,13,-2,964858,0,0,1699833,0,20597-09-24T13:40:30.781Z,5094.0,75871,7023,5911,1906,11,1474,5373,845,5927,3994,9905,0.002083,1443,150.511,658773,942.244Kb,84.037,186.648,34.762,101,32.113,526,526,0.226912,2,2,0.012226,1,1,0.001385,1,1,0.000392,1,1,0.000376,1,1,0.050845,,,,,,,0.0,36.4381198792583,,11.95266272189349,,0.31795049504950496
idlexternallinking.xidl_recswithindistance_service:{HpES1YJPRQor1ky6VaC45Z},12:03:43.543,62,8,-2,85942,0,0,116067,0,20117-05-12T13:06:27.094Z,708.362,6005,590,821,173,7,86,532,122,837,674,1495,,105,32.492,55608,83.927Kb,17.425,30.647,7.182,53,6.853,120,120,0.078971,2,2,0.008154,1,1,0.000824,1,1,0.000663,1,1,0.000214,1,1,0.035023000000000006,,,,,,,0.0,58.65384615384615,,43.442622950819676,,0.12930188679245283
idlexternallinking.xidl_recswithindistance_service:{HpES1WLXLAdrsbV8fyn23G},12:03:43.459,81,10,-2,158296,0,0,195686,0,20224-02-10T21:13:19.459Z,800.103,9515,773,980,239,11,138,700,123,996,645,1625,0.000655,167,34.043,83192,154.585Kb,16.894,21.812,2.773,10,2.287,360,360,0.11535200000000001,2,2,0.007797,1,1,0.00093,1,1,0.000519,1,1,0.00018,1,1,0.013651,1,0.145066,0.112244,1,0.112244,,0.14265335235378032,47.12643678160919,100.0,8.130081300813009,0.112244,0.2287
idlexternallinking.xidl_recswithindistance_service:{HpES1VM3Ef2ofZtb4huArv},12:03:43.427,103,9,-2,111847,0,0,149558,0,20224-02-10T21:13:00.878Z,1137.0,7227,591,1144,162,8,85,518,104,1160,916,2060,0.001314,134,37.827,64647,109.225Kb,21.184,25.003,8.148,30,7.853,182,182,0.121722,2,2,0.007579,1,1,0.0010129999999999998,1,1,0.000481,1,1,0.000292,1,1,0.017386,,,,,,,0.0,55.026455026455025,,28.846153846153847,,0.26176666666666665
idlexternallinking.xidl_recswithindistance_service:{HpES1Tsvdx8xsoUUazNxKk},12:03:43.385,139,10,-2,126319,0,0,171560,0,20597-09-24T13:38:39.456Z,1352.0,8356,685,3882,197,7,92,594,162,3898,3645,7527,0.001468,154,48.995,73834,123.358Kb,25.372,27.514,0.8484729999999999,1,0.11743300000000001,264,264,0.13603700000000002,2,2,0.0065309999999999995,1,1,0.000917,1,1,0.000277,1,1,0.000227,1,1,0.015363,,,,,,,0.0,63.77952755905512,,0.6172839506172839,,0.11743300000000001
idlexternallinking.xidl_recswithindistance_service:{HpES1SYHVNMNxa2utvNjuW},12:03:43.288,113,10,-2,302706,0,0,463941,0,20224-02-10T21:12:10.874Z,1357.0,21344,1687,3481,445,10,181,1350,313,3497,2789,6270,0.001554,402,55.127,184284,295.611Kb,27.668,47.73,1.285,1,0.136774,804,804,0.39287,2,2,0.008955999999999999,1,1,0.000949,1,1,0.00031,1,1,0.000193,1,1,0.01482,,,,,,,0.0,63.36032388663968,,0.3194888178913738,,0.136774
idlexternallinking.xidl_recswithindistance_service:{HpES1S6pFniufkhsH3FDtY},12:03:43.264,112,10,-2,318082,0,0,516548,0,19316-09-28T12:08:47.555Z,864.792,23891,1940,1171,526,6,273,1564,284,1183,578,1749,0.001366,450,38.349,212290,310.626Kb,18.296,51.592,6.804,40,5.925,568,568,0.2717,2,2,0.008327,1,1,0.001178,1,1,0.000229,1,1,0.000186,1,1,0.020432,,,,,,,0.0,50.987432675044886,,14.084507042253522,,0.148125
idlexternallinking.xidl_recswithindistance_service:{HpES1Nio9UK39F9yucTQMp},12:03:43.211,238,12,-2,759965,0,0,1329533,0,20597-09-24T13:37:09.691Z,3554.0,58865,5456,2480,1697,10,1320,3916,579,2496,1020,3500,0.0011790000000000001,1134,91.701,503305,742.153Kb,51.463,105.23,8.626,44,6.716,682,682,0.482213,2,2,0.008837,1,1,0.001147,1,1,0.000825,1,1,0.000179,1,1,0.022153,,,,,,,0.0,30.489731437598735,,7.599309153713299,,0.15263636363636365
idlexternallinking.xidl_recswithindistance_service:{HpES1PKuvaDuaQEgWDTBFq},12:03:43.049,44,8,-2,5495,0,0,1524,0,20117-05-12T13:03:53.557Z,663.576,135,65,366,31,5,22,111,21,382,363,729,,,34.108,2702,5.366Kb,16.159,8.011,3.212,17,3.185,,,,2,2,0.009364,1,1,0.001305,1,1,0.000353,1,1,0.00017,1,1,0.01635,,,,,,,0.0,48.83720930232558,,80.95238095238095,,0.18735294117647058
idlexternallinking.xidl_recswithindistance_service:{HpES1M4qEQ7cHJfQvL7zFT},12:03:42.993,109,10,-2,236739,0,0,380086,0,19316-09-28T12:07:20.527Z,881.99,17607,1401,889,364,6,144,1108,240,901,451,1340,0.000762,336,34.833,151424,231.190Kb,18.529,46.033,8.287,27,7.504,566,566,0.26055399999999995,2,2,0.008459,1,1,0.0010760000000000001,1,1,0.000374,1,1,0.000355,1,1,0.018628,,,,,,,0.0,62.5,,11.25,,0.2779259259259259
idlexternallinking.xidl_recswithindistance_service:{HpES1MbVu2ywoTPipynRLN},12:03:42.952,39,10,-2,255024,0,0,402925,0,20224-02-10T21:10:42.564Z,1364.0,18635,1506,4790,398,11,206,1219,267,4806,4337,9127,0.000659,355,59.898,158848,249.046Kb,29.145,42.193,1.266,2,0.23910499999999998,1080,1080,0.405582,2,2,0.007041,1,1,0.00085,1,1,0.000241,1,1,0.000186,1,1,0.013949,,,,,,,0.0,56.448202959830866,,0.7490636704119851,,0.11955249999999999
idlexternallinking.xidl_recswithindistance_service:{HpES1K9qEx3xQkDegqEaQd},12:03:42.939,155,11,-2,470445,0,0,831804,0,19316-09-28T12:06:49.321Z,2378.0,37276,3002,1899,791,6,346,2361,494,1911,1119,3018,0.000974,714,69.542,324192,459.418Kb,39.239,84.041,12.118,46,10.692,516,516,0.188872,2,2,0.008547,1,1,0.001021,1,1,0.000702,1,1,0.00017,1,1,0.042074,,,,,,,0.0,58.80952380952381,,9.31174089068826,,0.23243478260869566
idlexternallinking.xidl_recswithindistance_service:{HpES1JRSDHAQc5L5RKYAH4},12:03:42.916,171,10,-2,331929,0,0,583556,0,19583-08-13T20:25:15.904Z,2218.0,25660,2079,7298,539,11,292,1645,346,7312,6741,14039,0.000963,491,99.046,219387,324.149Kb,50.533,68.691,16.349,38,15.372,670,670,0.224863,2,2,0.00679,1,1,0.000719,1,1,0.000337,1,1,0.000167,1,1,0.014887000000000001,,,,,,,0.0,54.23197492163009,,10.982658959537572,,0.4045263157894737
idlexternallinking.xidl_recswithindistance_service:{HpES1JnDEC7o42ToGGCuws},12:03:42.850,86,10,-2,64141,0,0,88561,0,20117-05-12T13:02:26.346Z,1070.0,4451,395,4485,107,9,61,349,108,4501,4384,8869,0.00063,85,55.424,38908,62.637Kb,27.779,22.421,6.807,20,6.527,86,86,0.054607,2,2,0.008255,1,1,0.000809,1,1,0.000363,1,1,0.000189,1,1,0.011454,,,,,,,0.0,63.905325443786985,,18.51851851851852,,0.32635000000000003
idlexternallinking.xidl_recswithindistance_service:{HpES1FGkzeWJaxviKhWYej},12:03:42.677,99,10,-2,187494,0,0,237519,0,20224-02-10T21:08:45.902Z,1018.9999999999999,11843,930,996,252,10,143,786,137,1012,611,1607,0.000852,214,37.229,100718,183.099Kb,19.105,28.987,7.235,25,6.785,704,704,0.282023,2,2,0.007637,1,1,0.000803,1,1,0.000418,1,1,0.000239,1,1,0.015385999999999999,,,,,,,0.0,48.92857142857143,,18.248175182481752,,0.27140000000000003
idlexternallinking.xidl_recswithindistance_service:{HpES14zVnMxmAoRPjAVfdL},12:03:42.123,90,10,-2,118177,0,0,158621,0,20224-02-10T21:05:39.893Z,964.198,8118,708,1879,215,9,132,647,120,1895,1665,3544,0.000762,148,44.887,75868,115.407Kb,22.373,29.135,7.015,29,6.628,194,194,0.13644399999999998,2,2,0.008116,1,1,0.000878,1,1,0.000342,1,1,0.000184,1,1,0.017684000000000002,,,,,,,0.0,47.61904761904762,,24.166666666666668,,0.22855172413793104
idlexternallinking.xidl_recswithindistance_service:{HpES13fwCFxUas1LEwzjht},12:03:42.049,87,10,-2,106186,0,0,142857,0,20224-02-10T21:05:18.093Z,1083.0,6846,570,4180,160,10,80,501,131,4196,3979,8159,0.00095,125,51.945,59253,103.697Kb,25.255,26.934,6.915,28,6.555,270,270,0.160765,2,2,0.008076,1,1,0.000962,1,1,0.000477,1,1,0.000185,1,1,0.013512,,,,,,,0.0,62.08530805687204,,21.374045801526716,,0.23410714285714285
idlexternallinking.xidl_recswithindistance_service:{HpES11Rb7tsTJg7P1rtz5H},12:03:41.948,104,9,-2,112879,0,0,152003,0,20224-02-10T21:04:35.155Z,944.249,7390,621,3419,173,10,88,539,139,3435,3208,6627,0.000763,134,40.562,66947,110.233Kb,20.824,21.129,0.548683,,,152,152,0.064042,2,2,0.007861,1,1,0.00094,1,1,0.000278,1,1,0.000176,1,1,0.012557,,,,,,,0.0,61.23348017621145,,0.0,,
idlexternallinking.xidl_recswithindistance_service:{HpERzzSLUCYuGPSn5SfDZ1},12:03:41.894,102,11,-2,107923,0,0,138733,0,20224-02-10T21:04:23.131Z,1732.0,6666,552,9995,145,15,83,484,203,10011,9783,19778,0.000829,123,81.821,57469,105.393Kb,41.473,32.738,2.873,9,2.222,220,220,0.166713,2,2,0.007932,1,1,0.000978,1,1,0.000307,1,1,0.000164,1,1,0.014804,,,,,,,0.0,70.97902097902097,,4.433497536945813,,0.24688888888888888
idlexternallinking.xidl_recswithindistance_service:{HpERzy4ANfZfzmr5JHtLEq},12:03:41.805,85,9,-2,150222,0,0,200663,0,19583-08-13T20:19:31.558Z,971.776,9467,751,3917,203,8,99,633,156,3931,3615,7532,0.000779,171,39.416,80021,146.701Kb,19.966,24.406,1.202,4,0.616622,184,184,0.093153,2,2,0.008621,1,1,0.0010969999999999999,1,1,0.00034,1,1,0.000176,1,1,0.015323999999999999,,,,,,,0.0,61.1764705882353,,2.5641025641025643,,0.1541555
idlexternallinking.xidl_recswithindistance_service:{HpERzxAtsDXDPgaoRhHEKx},12:03:41.779,108,10,-2,196141,0,0,256335,0,20224-02-10T21:03:36.153Z,1038.0,12711,1031,1470,288,9,160,886,165,1486,1070,2540,0.000841,223,36.781,111943,191.543Kb,19.545,29.37,2.061,11,1.363,360,360,0.09603199999999999,2,2,0.008121,1,1,0.000954,1,1,0.000374,1,1,0.000192,1,1,0.019828,,,,,,,0.0,50.76923076923077,,6.666666666666667,,0.12390909090909091
idlexternallinking.xidl_recswithindistance_service:{HpERzwpHcwHtDfgNBgAVYy},12:03:41.759,106,10,-2,173773,0,0,249557,0,19583-08-13T20:19:10.969Z,1174.0,12086,960,1649,250,9,113,783,176,1663,1331,2980,0.00121,229,47.122,102987,169.700Kb,23.919,31.787,6.158,34,5.643,296,296,0.172601,2,2,0.006872,1,1,0.000904,1,1,0.000386,1,1,0.000237,1,1,0.015993,,,,,,,0.0,60.89965397923876,,19.318181818181817,,0.16597058823529412
idlexternallinking.xidl_recswithindistance_service:{HpERzv3ydy9zCmQTk5hbUk},12:03:41.672,114,9,-2,196673,0,0,294578,0,20224-02-10T21:02:58.374Z,1315.0,13685,1123,1718,317,10,176,960,179,1734,1352,3070,0.000999,255,49.132,119632,192.063Kb,25.619,37.72,6.247,25,5.627,518,518,0.29020100000000004,2,2,0.009814,1,1,0.001289,1,1,0.000513,1,1,0.000169,1,1,0.015269,,,,,,,0.0,50.42253521126761,,13.966480446927374,,0.22508
idlexternallinking.xidl_recswithindistance_service:{HpERztet4wBFHQ3QBHPUzH},12:03:41.626,139,10,-2,172959,0,0,234783,0,20224-02-10T21:02:38.203Z,1171.0,11383,912,1294,248,10,127,768,151,1310,954,2248,0.000746,206,41.65,98063,168.905Kb,21.857,31.762,6.081,29,5.526,512,512,0.24797,2,2,0.010734,1,1,0.001048,1,1,0.000696,1,1,0.000173,1,1,0.015054,,,,,,,0.0,54.31654676258993,,19.205298013245034,,0.19055172413793103
idlexternallinking.xidl_recswithindistance_service:{HpERznTy3zYTgqfsg1cNR8},12:03:41.247,90,9,-2,122895,0,0,159559,0,20117-05-12T12:53:18.150Z,796.727,7551,625,1354,166,10,87,539,114,1370,1033,2387,0.000781,136,40.936,66016,120.014Kb,21.055,27.131,6.822,33,6.449,398,398,0.339778,2,2,0.008254,1,1,0.000877,1,1,0.000213,1,1,0.000206,1,1,0.016631,,,,,,,0.0,56.71641791044776,,28.94736842105263,,0.19542424242424242
idlexternallinking.xidl_recswithindistance_service:{HpERzkDUeAVR9WewYCUmhH},12:03:41.183,146,11,-2,438360,0,0,708654,0,20490-12-25T05:18:25.713Z,1773.0,31965,2474,1438,622,7,259,1902,397,1454,588,2026,0.000885,607,60.994,269603,428.085Kb,33.046,63.787,5.678,31,4.427,1284,1284,1.095,2,2,0.008897,1,1,0.0013859999999999999,1,1,0.000308,1,1,0.000176,1,1,0.018044,,,,,,,0.0,60.51829268292683,,7.8085642317380355,,0.1428064516129032
idlexternallinking.xidl_recswithindistance_service:{HpERzkVrJViiBrdEC3ETEN},12:03:41.088,35,9,-2,150667,0,0,226411,0,18943-02-13T19:31:37.992Z,1230.0,10709,1105,378,460,6,344,949,139,390,101,479,0.00103,197,33.326,97532,147.135Kb,25.623,35.915,13.028,28,12.573,192,192,0.140875,2,2,0.008492000000000001,1,1,0.001011,1,1,0.000444,1,1,0.000168,1,1,0.016774999999999998,4,0.568583,0.486147,4,0.486147,,0.4197271773347324,28.77846790890269,100.0,20.14388489208633,0.12153675,0.4490357142857143
idlexternallinking.xidl_recswithindistance_service:{HpERzfo3yF8q1iZVgwBhS2},12:03:40.878,74,9,-2,125311,0,0,148572,0,18836-05-15T11:22:57.338Z,834.094,7637,609,913,164,7,80,518,111,925,649,1562,0.000509,132,31.42,65059,122.374Kb,16.669,24.412,5.574,31,5.215,250,250,0.148514,2,2,0.008202,1,1,0.001787,1,1,0.000458,1,1,0.00018,1,1,0.013974,,,,,,,0.0,58.1151832460733,,27.92792792792793,,0.1682258064516129
